SOURCE_ID,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,absolute_magnitude
5901166081251581824,222.75123427252655,-51.3535929470552,0.08051514037604839,-6.025424676398105,-5.754060822511785,18.005348,1.5249977,33.47596043332315
5901166081251582080,222.77056487900268,-51.35736159867572,0.1726830172018089,-3.9470461446053977,-2.884268172979051,16.269924,1.8585215,30.083676022541848
5901166081251582208,222.76073142640783,-51.35519466106419,0.2786997171853527,-6.592407192900703,-2.1778601856690463,18.064405,1.806982,30.838722801250185
5818074235194396672,251.23624892926904,-62.27397059403334,0.17077672850441186,-3.115486546955288,-2.731099050007683,19.911963,1.1044579,33.74981906060755
5818074265233524992,251.23361763532682,-62.260290871157146,0.10648059209882668,-3.226036890617306,-7.373175170818124,18.123842,1.0833111,32.98748995226569
5818074265236003072,251.24577394797683,-62.26390193836561,0.40759453828953607,-3.1136624989825212,-4.426617543223612,19.15711,1.1711483,31.10596843479659
5818074265236011776,251.22116511417332,-62.26298560715194,0.5075360295903396,-0.10893151210598033,-0.3120687725629163,18.82023,1.3433914,30.292896094463263
5818074265236012672,251.24079125836272,-62.260358109189966,1.1234624842708139,-9.983477674540323,-15.51070453829287,20.107552,1.4807224,29.85475870159529
5818074265236022016,251.21784932503607,-62.25691217179216,0.28794747068880916,-3.8499832692147042,-7.783960155082803,19.801508,1.1502838,32.50494160948311
5818074265236683904,251.21984820019333,-62.26078403422649,0.32409896047103914,-5.5448859343119015,-4.251177914661713,18.657173,1.3488426,31.103784966440166
5818074265250571904,251.2336850934271,-62.25767123318424,0.6469755287896131,-3.700898114674139,-3.239746164607641,13.991803,1.3497105,24.93736389815293
5818074269544307712,251.23865455512615,-62.26624442448765,0.7819827754157249,0.07700158222000397,-3.5042942812075704,19.802961,1.2357273,30.33697541426664
5818074269544339712,251.23395761060428,-62.2596196642407,0.0595033527036288,-5.256806402707432,-7.77724611790421,19.951681,1.5492535,36.0789739538486
5818074269544344448,251.23515128621676,-62.257969775252576,0.30783513199735285,-5.034688964463085,-3.446287673833318,19.34483,1.097435,31.903238646210326
5901072588393500672,223.55609511310382,-51.31210708786664,0.5998062659499783,-7.538754149630806,-2.2643939727980404,18.93313,1.7846241,30.043075272492416
5901072588394118528,223.5607818615741,-51.32313761334428,0.23048312048837147,-11.682668239515909,0.944840182897198,20.055988,1.6275978,33.24279268585472
5901072588394221312,223.57016853611367,-51.31482735605004,1.2493895408653364,-2.11934614288373,-2.463672991264596,20.271576,1.1478157,29.788086597863817
5901072588394221440,223.56294022728864,-51.31342094708762,0.988702212732191,-7.250251216079784,-1.9771251401897203,20.473148,1.7315559,30.497820815369323
5901072588394222208,223.5650567620621,-51.31197246691812,2.182971092544303,-7.401608577436759,-4.270468434316274,20.212124,1.534687,28.516883947300748
5901072588394558080,223.56663962853577,-51.306563001898766,1.3920303769103877,-6.488045442074688,-3.697056410836228,20.699028,1.8301563,29.980784452339382
5901072588394559744,223.56747550436336,-51.310230499472894,0.6135616591522591,0.14526562427896406,-3.9056457535533973,20.678137,1.7115288,31.738845759732826
5900981397658047872,223.1715064127545,-51.352918128181734,0.5645748183705164,-6.046365603994442,-3.666930651986032,19.352814,1.6526814,30.594206203283587
